STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,isco08,International Standard Classification of Occupations 2008 (ISCO-08),sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2008,,45.51,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2009,,45.18,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2010,,46.94,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2011,,53.09,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2012,,53.45,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2013,,53.48,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2014,,53.53,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2015,,51.50,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2016,,51.04,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2017,,52.10,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2018,,51.96,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2019,,54.01,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2020,,55.42,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2021,,55.77,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2022,,60.41,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2023,,59.87,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2008,,83.85,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2009,,74.66,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2010,,74.80,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2011,,74.80,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2013,,62.40,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2014,,62.34,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2015,,61.31,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2016,,61.80,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2017,,60.75,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2018,,59.78,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2019,,59.00,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2020,,65.99,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2021,,68.39,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2022,,72.41,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2023,,84.38,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2008,,33.53,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2009,,33.95,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2010,,35.61,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2011,,36.29,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2012,,35.03,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2013,,34.49,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2014,,33.96,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2015,,34.22,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2016,,37.45,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2017,,41.73,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2018,,41.75,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2019,,41.76,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2020,,41.46,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2021,,41.87,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2022,,42.66,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2023,,42.51,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2008,,90.70,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2009,,92.36,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2010,,92.44,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2011,,93.07,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2012,,92.00,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2013,,89.56,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2014,,89.68,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2015,,89.09,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2016,,89.84,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2017,,89.64,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2018,,91.11,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2019,,92.56,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2020,,93.97,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2021,,93.79,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2022,,96.91,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2023,,96.06,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2009,,36.34,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2010,,39.58,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2011,,46.99,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2012,,54.28,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2013,,57.25,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2014,,59.29,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2015,,58.95,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2016,,60.74,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2017,,66.79,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2018,,67.87,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2019,,73.65,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2020,,78.58,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2021,,79.38,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2022,,83.79,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2023,,82.86,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2008,,93.82,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2009,,84.41,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2010,,81.17,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2011,,75.38,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2012,,70.96,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2013,,54.43,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2014,,55.89,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2015,,54.47,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2016,,53.48,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2008,,64.04,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2009,,70.81,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2010,,70.67,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2011,,67.21,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2012,,81.98,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2013,,84.77,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2014,,86.71,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2015,,86.83,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2008,,99.02,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2009,,100.27,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2010,,97.78,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2011,,118.43,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2012,,98.46,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2013,,105.11,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2014,,99.44,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2015,,91.71,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2016,,78.07,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2011,,24.02,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2016,,34.77,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2018,,30.36,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2019,,35.31,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2020,,35.13,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AL,Albania,2008,,0,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AL,Albania,2009,,70,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AL,Albania,2010,,70,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AL,Albania,2011,,70,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AL,Albania,2012,,70,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AL,Albania,2013,,72,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AL,Albania,2014,,76,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AL,Albania,2015,,77,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AL,Albania,2016,,78,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AL,Albania,2017,,78,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AL,Albania,2018,,78,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AL,Albania,2019,,78,,,,,
